A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|6
A|1700|5
